"age","income","gender","web_visits","purchased"
52,1979.57103373483,0,24,0
57,9901.60726313479,0,13,0
67,8444.00320528075,0,39,1
31,3691.95858272724,1,11,0
67,2901.04435570538,0,48,0
59,9668.9608853776,0,47,0
64,7558.86531202123,1,7,0
29,1172.13606508449,0,41,0
36,7036.97445522994,0,2,1
29,4591.28760593012,0,5,0
64,8920.11397820897,0,10,1
61,1674.6437351685,0,34,1
23,6956.38754824176,0,35,0
61,7929.6404060442,1,49,1
19,8217.43397135288,0,3,0
60,2705.67412651144,1,28,0
36,3143.47482845187,0,36,0
63,8277.33792667277,1,28,0
29,5171.97062144987,0,20,0
67,4426.17248068564,0,0,0
35,8694.47787641548,0,38,1
46,9542.1788142994,1,44,1
66,2802.20997636206,0,47,1
41,8900.49298643135,0,20,0
38,2384.56665351987,0,48,1
58,8800.31210673042,0,26,0
36,4923.63313236274,0,45,0
52,8335.94189072028,0,10,1
67,5064.40110458061,1,24,0
34,8234.58293033764,1,36,1
44,5508.18187533878,0,42,0
28,6722.8024895303,1,34,0
49,9907.95798390172,0,2,1
57,5918.7995037064,0,46,1
32,1597.30220888741,0,12,0
32,8939.21094806865,0,44,0
40,2613.88600454666,1,18,1
25,8802.84118466079,1,30,1
43,2846.239954466,0,18,0
66,7970.49021045677,1,11,0
56,9334.00631975383,0,5,0
61,8484.95017690584,1,8,0
35,9049.44358207285,1,8,0
55,6992.16508795507,1,41,0
67,2577.61760172434,0,4,0
37,1550.358425593,1,43,0
67,2284.64563167654,0,0,0
39,3869.95098716579,1,29,0
63,4333.32432247698,1,38,0
31,3241.95340229198,0,45,1
49,1207.6723924838,0,2,0
23,7780.71045083925,0,5,0
20,7199.58332856186,0,11,0
19,1246.51047936641,0,0,0
25,5221.4323640801,1,23,0
48,7261.37814484537,1,23,0
61,1386.99014135636,1,47,0
69,7451.57652185299,1,19,1
42,4653.76463159919,0,31,0
46,7794.66586699709,1,5,0
45,5338.20762042888,1,19,0
67,1499.38009702601,0,2,0
46,8187.1117032133,1,26,1
18,8741.12931569107,0,37,1
48,5303.84859628975,1,40,0
42,1275.91798221692,1,11,0
57,3141.59121573903,0,15,0
23,2039.30192580447,0,13,0
37,3346.14240331575,1,36,0
45,3294.90384389646,0,30,1
70,9206.15545334294,1,15,0
67,2318.74790554866,0,44,1
27,4427.73188767023,1,10,0
70,3284.33360601775,0,23,1
22,6555.38848484866,0,30,0
30,7218.61776523292,1,3,0
26,6918.67861058563,1,43,1
63,1574.33465006761,1,43,1
46,7043.5261237435,1,5,1
49,4864.35282835737,0,18,0
63,1599.21611798927,1,19,0
51,4415.74834147468,0,24,0
29,7786.19628911838,1,45,0
47,7220.41997080669,0,36,0
27,8942.6098538097,1,45,0
58,2147.09122455679,1,50,0
27,9820.66832878627,0,24,0
27,8501.63270393386,0,40,1
42,1844.53232912347,1,45,0
27,7818.69735126384,0,34,1
43,2139.25710599869,1,11,0
24,2578.61734065227,1,6,0
34,7032.84925757907,0,43,1
48,1204.80704517104,0,15,1
66,3756.18929532357,1,17,1
58,2394.05684755184,1,44,0
49,9051.06161208823,1,5,1
40,4320.26857789606,0,8,0
55,1586.69989765622,0,25,1
52,4847.28510887362,0,1,1
21,6805.24895526469,1,28,0
56,9219.14643305354,0,41,1
21,6854.37371395528,0,28,1
53,2909.42356619053,1,40,0
40,8306.07601511292,1,15,0
62,7734.92448497564,1,31,0
50,8350.50311731175,1,21,1
24,6234.33781811036,1,46,0
35,5901.40898455866,1,26,0
57,4124.21323917806,0,14,0
63,1440.55767543614,0,38,1
54,3211.69803431258,1,19,1
18,6664.16165139526,0,15,0
52,1313.53205349296,1,10,0
24,6826.97277166881,1,0,1
18,1597.99043438397,1,29,0
46,1290.93839041889,0,34,0
47,6869.43561257794,1,16,0
24,8825.4538977053,1,43,0
57,9657.7424434945,1,9,0
65,5888.41886399314,1,30,0
30,7530.2894867491,1,41,1
19,2189.13234886713,0,3,1
39,6018.07732554153,0,3,0
30,6468.92098546959,1,39,1
33,1124.44957601838,0,23,1
62,8474.70434801653,0,11,1
56,8674.18617103249,1,23,1
46,7482.45544056408,0,41,0
18,6166.69995826669,1,22,0
56,4083.51414767094,0,47,0
31,3789.75317231379,0,3,0
50,9917.88732889108,1,15,0
51,8148.04819552228,0,46,0
30,4834.00371088646,0,0,0
65,8883.08072462678,1,21,0
62,6672.05412057228,0,9,0
20,4910.08939547464,1,15,0
44,7151.41153149307,0,40,0
41,6573.37557128631,1,44,0
34,8451.30511908792,0,14,0
36,7268.40639580041,0,8,0
42,8212.14737510309,0,36,1
37,7775.12257965282,0,36,1
69,5430.86964800023,1,21,0
52,8142.2666835133,0,1,0
31,5027.11816248484,0,43,1
28,8384.95310186408,1,8,0
21,2260.97826147452,0,24,0
38,4705.6307902094,1,16,0
35,6952.9211577028,1,50,1
69,8188.56888241135,1,44,0
63,7860.30057352036,0,16,0
62,3778.12247280963,1,5,0
39,4032.04098506831,1,5,0
53,8346.25298110768,0,29,0
56,8228.78833627328,0,9,1
20,8385.71563712321,1,39,1
47,5723.81799994037,0,21,1
57,1122.76514456607,0,28,1
40,7299.83779927716,0,10,1
51,2087.6002246514,1,30,1
34,3061.16357957944,1,42,1
28,4306.19766539894,1,16,0
24,8722.19489817508,1,37,0
45,5680.3488151636,0,10,1
70,1886.1524052918,1,14,0
66,7482.50276478939,1,46,0
51,9838.49963964894,1,16,0
70,2312.2690548189,0,13,0
23,4862.34816210344,0,39,1
29,8193.21353593841,1,7,0
30,1720.5252526328,0,42,1
29,5179.12365589291,0,16,0
30,2333.20957398973,1,0,0
18,2146.25983196311,1,11,0
57,1204.42470256239,0,28,1
57,5739.20022556558,0,42,1
53,4771.7658104375,1,35,0
42,1527.70163631067,1,22,0
49,6175.07178219967,1,36,0
26,1266.84428704903,1,2,0
21,3338.74744619243,1,15,0
50,4674.40222250298,1,12,0
64,4895.99956292659,1,17,0
65,8712.80684601516,0,9,1
68,1867.68744140863,1,31,1
65,6155.02767194994,1,25,0
68,8609.21001806855,1,21,0
62,8158.90401112847,1,41,0
39,4906.40975884162,0,36,0
22,9717.34321909025,0,19,0
28,6510.98632719368,0,1,0
59,7377.78734043241,0,34,0
42,9847.79599378817,0,25,0
44,3782.5990000274,0,43,0
33,8519.25681205466,0,22,0
59,7274.74612789229,0,35,0
61,2058.08128230274,1,37,0
62,6219.39236507751,0,38,0
43,8826.81481703185,0,1,1
64,9797.39380371757,1,32,0
29,1427.99353576265,0,26,0
68,2895.54900187068,1,21,1
52,9981.48944275454,0,13,0
40,6782.24445111118,1,12,1
53,9369.17450558394,1,41,1
56,4445.67081169225,1,43,0
22,1534.89412646741,1,35,0
34,1520.5172074493,0,48,1
50,2802.28830734268,1,33,0
53,6549.79402967729,0,8,1
34,9457.15989219025,1,17,0
35,5316.41976838,1,9,0
61,2106.94501176476,0,43,0
37,2606.33199033327,0,37,1
26,9926.11414799467,1,8,0
19,7452.30953395367,1,45,1
61,9167.63766412623,0,3,0
43,5248.2564910315,1,15,0
20,8185.70378236473,1,15,0
22,1557.81672266312,1,17,0
39,3929.37572603114,0,13,0
49,3701.62069168873,1,12,1
43,9574.82246519066,1,28,0
18,8468.25150633231,1,7,0
23,6148.69826636277,0,24,0
26,5838.6460354086,0,22,0
63,8743.96476894617,1,6,1
38,2727.87902015261,0,47,1
63,3545.82160967402,0,7,0
66,3314.46066172794,1,2,0
39,8127.02769204043,0,7,0
57,7903.88085623272,1,25,0
35,2488.82099357434,1,44,1
42,3019.45907250047,1,21,1
28,3663.80085097626,0,3,1
37,6401.21824550442,0,23,0
69,4856.14931304008,0,46,0
44,3284.15699093603,1,0,0
26,8968.83409423754,0,1,0
54,9823.58092279173,1,50,0
27,6152.11842651479,1,50,0
69,7381.55984855257,1,36,0
53,3927.71138390526,1,10,0
35,6582.89036620408,0,17,0
52,2332.03418599442,0,13,0
37,7450.43587055989,1,30,0
28,3074.31339425966,0,35,0
70,3549.53650268726,1,2,0
57,6609.88028929569,0,31,1
44,7963.12053734437,0,9,0
52,6759.58838895895,0,31,0
34,4861.41958134249,0,25,0
51,4490.36772735417,1,50,1
36,5005.25641976856,1,8,1
40,3256.06146967039,1,25,0
52,7021.65878401138,1,15,1
68,1172.32339014299,0,24,1
46,8949.78687097318,1,4,0
45,6825.92929387465,0,34,0
59,6138.61191994511,0,33,1
69,4192.6892453339,0,22,0
30,9739.73027453758,1,47,1
66,5336.7380653508,1,4,0
35,4180.3501995746,1,31,1
37,5007.48304720037,1,6,0
64,3186.76847103052,1,49,1
43,1183.55117575265,1,35,1
51,3752.49022943899,0,11,0
52,5183.96280519664,1,29,0
55,5985.8327768743,0,24,0
23,9678.93536062911,0,31,0
44,9350.00648861751,0,43,1
67,9710.21443768404,0,23,0
26,7525.7841006387,0,21,0
54,1598.86314766482,0,9,0
31,1171.24696518295,0,42,1
35,5609.55272126012,0,23,0
70,6849.08964694478,0,19,1
67,1169.15717860684,1,40,1
20,9648.69228890166,1,10,0
38,3492.95565765351,1,28,0
21,7320.13384858146,0,30,0
48,9629.78008762002,1,18,0
34,7345.92622821219,1,32,0
33,8176.17374914698,1,21,0
61,5266.56501297839,0,19,1
39,4291.41521733254,1,13,0
48,1651.88116836362,1,23,0
36,4116.83231964707,0,39,0
60,4811.98366964236,1,9,0
66,5206.39209705405,0,17,0
60,6446.90376892686,0,16,0
34,2065.42373308912,0,46,1
48,8895.32225742005,0,21,1
52,5859.36014680192,0,39,1
59,7548.96077536978,0,44,1
61,2801.02233821526,0,4,0
42,8989.52079052106,0,21,0
31,1789.9399062153,0,12,1
32,1620.12575822882,1,47,0
67,2844.08214245923,0,39,0
40,7198.6984279938,0,18,0
51,8668.91348874196,1,35,0
27,5121.71627767384,1,28,1
27,2315.39745768532,0,41,0
35,6988.62292920239,0,44,0
60,2522.49165810645,0,13,0
61,4785.43679299764,0,34,0
22,1090.44445888139,1,29,0
54,6330.06778149866,1,16,1
26,7354.82857841998,1,22,0
46,7323.11831531115,1,32,0
20,5812.95816763304,1,14,0
60,1659.00851227343,0,9,1
43,4144.73002171144,0,45,1
45,9048.93273650669,1,22,0
70,8360.68807682022,0,4,0
31,8269.25936667249,0,16,0
66,5573.48206010647,1,38,0
62,8760.45186980627,0,39,1
29,7456.51911222376,0,14,1
31,8795.68888782524,1,50,1
38,4033.44404231757,1,46,1
27,3057.26669449359,0,22,0
38,3365.21054781042,1,44,1
22,7837.40129787475,1,41,0
41,8784.45332800038,0,34,0
35,4526.23948385008,0,39,0
27,8179.38480805606,0,15,0
25,9952.65645440668,1,3,0
49,8376.28690130077,1,16,0
26,8550.40577892214,1,38,0
22,6953.11037288047,1,41,0
57,6524.30816995911,1,5,1
43,5062.20284150913,0,30,1
65,1726.75417806022,1,15,0
18,2732.53253544681,0,15,0
67,2426.79148400202,1,7,0
61,9784.60899367929,1,13,0
59,3277.11333404295,0,30,0
33,6051.9519909285,0,45,0
49,9826.81668316945,1,20,0
18,4288.91998971812,0,0,0
30,5775.71564726532,0,4,0
36,9655.03503847867,0,39,1
36,9914.89597014152,0,9,0
68,9587.26906124502,0,17,0
45,7310.27667387389,0,42,0
43,3274.02231656015,0,36,0
39,8745.62429776415,1,36,0
51,5490.68635609001,1,1,0
62,5192.88318278268,0,33,1
29,4486.9506014511,1,35,0
62,2328.0064468272,0,35,1
61,8475.64094816335,1,20,0
43,1125.19762525335,0,27,0
57,4394.08330316655,0,24,0
62,9902.12140278891,0,32,0
42,6466.93964395672,0,1,1
46,1961.70653472655,0,28,0
35,5648.79039861262,0,2,0
32,7059.26545406692,0,38,0
20,5482.47187305242,1,1,0
25,6703.57605488971,1,49,0
54,2480.30128562823,1,8,0
61,5375.10952958837,1,41,1
70,6015.42587392032,1,49,0
21,5572.95274711214,0,22,0
24,7084.24862381071,1,15,0
57,1216.16662363522,0,25,0
59,5635.50823368132,0,24,0
49,1280.72614991106,0,37,0
20,4197.95721699484,1,49,0
28,8058.94243973307,0,28,1
26,7426.12270195968,0,11,0
20,1663.27813640237,0,27,0
67,5935.60957605951,0,15,0
23,3647.4495138973,1,45,1
34,8177.93132108636,0,42,0
64,2092.82336360775,1,43,0
65,2376.66269904003,1,10,1
19,9293.91185473651,0,23,1
28,9768.1860353332,1,44,0
66,8689.23136661761,0,23,0
65,2333.86350492947,0,47,1
52,1315.79315778799,1,15,1
56,3804.35307510197,1,3,0
64,7288.21789985523,1,26,0
51,7962.23235107027,0,31,1
65,3725.32992530614,0,29,1
51,6864.57930551842,1,28,0
61,1934.01607940905,0,48,1
51,1617.27275536396,1,8,0
45,2059.9573366344,1,5,1
26,3376.11798546277,0,48,1
63,5682.75603698567,1,39,0
54,7897.8267123457,0,34,1
23,5431.79630092345,0,20,0
21,9857.80568770133,0,13,0
32,1662.92152623646,0,4,0
68,9609.72520033829,1,37,1
48,8458.67124875076,1,16,0
27,9771.92854881287,0,6,0
36,6739.75205351599,1,24,1
25,8858.81193191744,0,7,0
64,5143.33168463781,1,29,0
20,7178.2154685352,1,11,0
24,6664.02998846024,1,24,0
58,4514.17594496161,1,32,0
20,3510.84814174101,0,23,1
21,7747.53384292126,1,30,0
68,3620.92254846357,0,22,0
30,3427.30119707994,0,21,0
56,1766.48425660096,1,24,0
29,1203.22251971811,1,47,1
24,9721.57318214886,0,41,0
30,8985.67824950442,1,36,0
24,9705.058921827,1,43,1
65,3725.81079299562,0,10,1
23,3067.49749253504,1,15,0
25,7896.99139492586,0,28,0
70,4772.06680667587,0,1,0
47,1380.12792123482,0,49,0
49,8023.32080132328,0,50,0
53,1002.36409693025,1,28,0
21,2555.75392907485,1,9,0
58,5093.83096196689,1,7,0
67,5777.1697670687,1,6,0
31,1665.31950281933,0,4,0
51,2106.73984372988,0,43,0
64,4203.75394634902,0,3,1
24,2976.16147156805,0,50,0
29,6696.15900097415,0,24,1
20,4617.59679485112,0,11,0
45,3663.28788269311,0,3,1
50,1567.47183273546,1,18,1
44,5608.50816848688,0,31,0
48,7542.2185359057,1,5,1
61,3108.19130763412,1,39,0
58,3113.78021608107,1,39,1
53,2226.41517990269,1,4,0
58,5192.78651848435,0,6,1
18,4657.31426491402,0,43,0
67,1157.08471089602,1,30,1
66,8599.99925363809,0,50,0
26,5487.64138878323,1,1,0
68,2217.94077404775,1,42,0
52,9565.71764172986,1,14,0
56,8283.13011303544,1,15,0
41,2964.75818986073,0,44,1
61,3640.96485869959,1,48,0
53,3586.70355658978,0,44,0
33,1832.98274129629,0,48,1
67,7902.51672244631,0,31,0
30,7635.38723485544,1,34,0
55,6712.96213520691,1,40,0
34,7906.30260389298,0,22,0
39,5808.88317967765,1,6,0
52,8904.683558736,1,47,1
68,9766.95793145336,1,39,0
64,7509.89978434518,0,23,0
70,7570.7087693736,0,26,1
60,5345.8555014804,1,9,0
21,2125.07555866614,0,19,0
62,9422.84963396378,0,7,0
20,5088.75891938806,0,39,0
54,3978.31635735929,1,33,0
52,6549.51221332885,1,29,0
20,5194.4230243098,0,16,0
63,1148.61971791834,0,0,0
29,4335.27526282705,0,17,1
68,1629.0751225315,1,17,0
34,7948.32889852114,0,18,1
49,7041.28666780889,1,41,0
53,4184.0739082545,1,29,0
39,9762.81687314622,1,19,0
28,7684.59363328293,1,1,0
38,2857.14811924845,1,47,0
27,1681.12000008114,1,6,0
24,6979.55481428653,0,14,0
51,2961.49087371305,0,23,0
30,3035.39565205574,0,17,0
43,6538.53260958567,0,22,0
18,9196.76590710878,1,25,1
59,6191.87041954137,0,19,0
38,2323.31819483079,0,45,0
61,3180.19815487787,0,37,0
30,2276.3684624806,1,26,0
63,9261.73425442539,0,44,0
60,4200.04996028729,0,18,0
32,8142.6116428338,0,39,1
35,7003.10664833523,1,12,0
58,5809.09662065096,0,39,0
41,6362.28406010196,0,3,1
33,6544.46068545803,1,5,1
43,9454.69788834453,0,36,0
43,4550.82925315946,0,19,0
37,7207.43475784548,0,46,0
30,8994.32379705831,0,36,0
25,6043.55579870753,1,35,0
26,6800.76918634586,0,16,1
58,7380.83734945394,1,17,0
24,1204.40115360543,1,44,0
51,5026.23542025685,0,10,1
55,5614.02863659896,0,13,0
18,2660.48766160384,1,10,1
61,5322.05375889316,1,9,0
54,7416.45070863888,1,43,0
25,2390.73177590035,0,32,0
41,5686.02364859544,1,20,0
37,4204.01425892487,0,8,0
66,8651.35173778981,1,16,0
26,9612.24375688471,0,12,0
18,4785.16600723378,1,11,0
51,9949.44885931909,0,17,0
19,1952.25834450684,0,20,1
45,8758.61364719458,0,7,0
69,4868.85078600608,0,36,0
27,3955.02754114568,1,42,0
47,4244.41823828965,1,45,0
18,8555.63129624352,1,43,0
33,9519.98806092888,1,9,0
38,7824.64595441706,1,3,0
25,2891.93358947523,1,17,0
25,9645.34136117436,0,48,0
51,2143.36175541393,1,13,0
49,3321.52722217143,0,29,0
24,9352.61496412568,1,42,0
64,8312.02850118279,0,44,1
56,7891.86491817236,0,33,0
33,9960.33190563321,0,35,0
29,8051.06942914426,1,5,0
28,1160.09060596116,1,23,0
18,8744.67723071575,0,21,0
18,8289.83956878074,1,47,0
30,4040.46855703928,0,28,0
69,9162.29251190089,1,47,0
47,2375.33226050436,1,20,0
18,7187.55889334716,0,36,0
22,5563.72203794308,1,6,0
51,7453.79821024835,1,29,0
68,1954.15552332997,1,4,0
37,3027.56992168725,1,10,0
18,3013.53391772136,0,2,0
66,3079.16089612991,1,48,0
21,2249.7820253484,0,6,0
39,2373.85624507442,0,8,0
21,8930.14791258611,1,38,0
39,1385.04972448573,1,19,0
63,9771.25711855479,0,19,0
42,7006.91236346029,1,15,0
37,8146.05588419363,0,43,1
53,5897.03832706437,1,9,1
27,1338.12516089529,1,5,0
67,5394.1425580997,0,33,0
63,2788.33518153988,0,14,0
18,6061.63442181423,1,43,1
43,8915.28510930948,1,40,1
41,4055.53291994147,0,14,0
38,2184.09608444199,0,21,1
53,9654.7433314845,1,3,1
57,2718.79830094986,1,39,0
43,6756.33777375333,0,0,0
33,6560.47639227472,1,44,1
67,5425.54436717182,1,37,1
19,9588.05351308547,0,42,1
49,2301.75402015448,0,22,0
47,1456.02225116454,1,44,1
43,2467.6570945885,1,19,1
31,9293.36771834642,0,1,0
50,3040.69227096625,0,35,0
25,5338.97509681992,1,43,0
48,7127.00430117548,1,36,1
53,6044.62433839217,0,1,0
68,8382.17622763477,1,32,0
31,9197.74449011311,1,10,0
60,3571.41192466952,0,32,0
62,7872.5769771263,1,27,0
46,2802.43471614085,1,17,1
35,3344.80632585473,1,40,0
50,3092.90338470601,0,46,0
41,3391.95240219124,0,3,0
63,2252.38951598294,0,15,0
48,9760.20611566491,0,5,1
66,5892.83466013148,0,39,0
22,1879.24715247937,0,39,0
40,9006.49253721349,0,14,0
51,5917.56004444323,1,23,0
39,1041.17386555299,0,11,0
41,8077.42893463001,0,10,0
61,5216.51689964347,0,45,0
43,3964.28782166913,1,4,0
36,9145.65745159052,1,27,0
38,4541.49601235986,0,44,1
42,2936.85944005847,1,7,0
57,3154.54814606346,0,24,0
70,5113.49998204969,0,13,0
55,8329.49097477831,1,42,1
40,8078.99415236898,1,28,0
63,5769.69366054982,0,27,1
50,6783.60438137315,0,6,0
34,4641.71831542626,1,15,0
59,6664.57041166723,0,18,0
58,3367.98991356045,1,40,0
25,1099.92656018585,1,22,0
59,9099.6034052223,1,20,1
36,4064.52108407393,1,22,1
19,7112.99517378211,1,49,0
68,4827.12172414176,1,37,1
56,1065.94731169753,1,49,0
23,8699.78367560543,0,41,1
51,9056.30249972455,1,26,0
56,6625.18856138922,1,20,0
18,4727.45964024216,1,38,0
45,7981.82706348598,0,47,0
27,4618.32762975246,1,39,1
65,8232.63145145029,0,14,0
57,1879.91293333471,1,10,0
55,1662.42239647545,1,38,1
27,6871.29751616158,1,48,0
60,7354.18174276128,0,8,0
49,4283.53402600624,1,31,0
32,7247.73017270491,0,25,0
67,5016.76452974789,1,39,0
30,1886.97889447212,0,32,0
59,9975.40615289472,1,47,0
36,1165.87701719254,0,39,0
48,6619.56026428379,0,38,0
19,6368.09733114205,1,12,0
52,9008.03951593116,1,38,0
40,7085.48869914375,0,43,0
70,2455.8828487061,0,47,0
34,3200.8445719257,0,41,0
26,9490.68303941749,1,48,0
21,8625.07152720354,0,37,0
49,8707.7511837706,1,47,1
54,1770.94295551069,1,4,1
35,1807.95954586938,0,23,0
46,9762.56797043607,0,4,1
31,9799.11922896281,0,5,0
29,7577.5340127293,0,30,0
35,5890.66412649117,1,11,0
67,9387.23436160944,0,36,0
18,9929.87962369807,1,45,0
61,8135.44193678536,1,7,0
64,2038.41554163955,1,0,0
58,6714.79759179056,1,48,0
56,3236.74311488867,0,14,1
66,6874.08229033463,1,17,0
24,5150.11156094261,0,14,0
68,9106.8862376269,0,12,0
65,7193.98125843145,1,6,1
50,8808.252051007,0,16,0
66,5120.73987396434,0,7,0
67,6395.05734550767,1,43,0
30,3874.58838825114,0,43,0
35,9819.04634460807,0,29,1
68,6722.66378160566,1,2,1
23,2315.06188819185,1,43,0
54,8448.11410759576,0,10,0
38,1866.03870429099,0,13,1
35,7825.06953598931,0,13,0
38,9937.29775887914,0,38,0
25,2528.96554255858,0,48,0
44,2923.91553730704,0,46,0
63,9929.57943631336,0,22,1
54,9498.11070482247,0,26,0
31,2866.0381375812,1,22,1
64,8148.91975210048,0,26,0
37,7780.39975045249,0,0,0
45,4004.75435098633,0,1,1
43,3279.49049416929,0,19,0
42,5551.32794403471,0,6,0
31,6873.18329769187,1,17,0
35,4093.12309650704,1,18,1
55,2995.49795431085,0,26,0
68,5853.61178941093,1,45,0
61,7424.29073853418,0,18,0
39,3789.8726479616,1,31,0
18,7458.17266684026,0,20,1
30,2272.28808496147,1,13,1
56,7504.31381794624,0,13,0
52,7787.69461088814,1,28,0
18,7007.37995421514,1,42,0
31,4459.59936594591,0,18,0
63,3221.67572402395,0,25,0
35,4835.60638525523,0,43,0
65,8003.65912378766,0,49,0
18,4272.18405948952,1,32,0
21,3458.13159295358,0,44,0
28,6720.46812530607,1,38,0
30,5467.20984601416,0,13,0
51,2472.24206686951,1,23,0
48,2878.53129720315,1,38,1
25,6668.72633108869,1,33,1
65,7103.71790523641,0,7,0
48,3717.85337664187,0,7,0
37,5455.79031598754,1,23,0
22,4692.58965319023,1,8,0
61,3708.31152703613,0,43,0
23,3796.97957774624,0,49,0
54,9532.98836550675,1,48,0
21,5710.47704014927,1,40,0
33,5618.84459317662,1,19,0
38,7030.95629904419,0,42,1
65,2267.99976290204,1,49,0
43,2747.26974847727,1,21,0
43,5367.95345670544,1,48,1
51,3556.02919403464,0,32,0
32,4776.3239229098,0,8,0
31,5037.94950502925,1,8,0
67,2112.56977170706,0,5,1
29,1495.72914536111,0,47,0
33,2646.21001994237,0,32,0
61,5069.22008912079,0,38,1
46,1815.73149585165,1,17,0
35,9556.67844228446,0,5,0
30,7319.92127303965,0,45,0
33,4228.04764588363,0,35,0
64,2818.73708195053,1,33,1
38,5359.27933943458,0,30,0
65,9051.53731862083,1,50,0
18,2219.69552966766,0,5,0
55,3751.0633172933,1,6,0
31,4326.27973309718,0,9,0
47,1467.03977673315,0,28,0
49,7278.26174953952,1,21,0
41,4608.6347696837,0,47,0
61,8056.54170550406,1,18,0
60,2900.89333057404,1,26,0
24,6067.77008390054,0,48,1
19,5488.97193209268,1,12,0
22,4666.79088235833,0,19,0
66,2761.48376730271,1,14,0
66,2077.80485181138,1,15,0
45,7191.79056421854,0,25,1
67,5452.10975944065,0,30,1
36,7684.69573324546,1,7,0
31,6594.19488813728,1,9,1
51,5424.22546003945,1,13,0
59,4172.33852297068,0,5,0
43,8496.60014221445,1,38,0
26,8453.89410457574,1,22,0
47,6693.32798593678,1,49,0
44,6320.01849776134,0,1,1
33,2128.60474642366,1,28,0
18,2531.47594351321,0,33,0
30,7944.69830859452,1,39,0
56,4217.72968233563,1,9,0
18,7413.49426680245,1,49,0
29,3374.1477583535,1,29,1
34,4557.3246832937,1,39,0
41,1922.46152739972,1,7,1
56,9749.5745474007,1,37,0
53,2157.77426399291,0,14,0
68,9130.57194114663,1,5,1
20,4264.47748835199,0,1,0
41,3877.05494975671,0,44,1
56,3057.98670626245,0,5,1
24,3674.83973153867,0,50,0
58,6032.01508522034,1,4,0
25,5620.01485563815,1,49,0
35,1252.89895222522,1,18,1
70,6778.84648414329,0,50,0
23,1774.70458182506,0,47,0
43,9460.95108147711,1,38,1
48,9234.2734108679,0,40,0
18,6257.29201198556,1,9,0
30,4240.80490041524,1,3,1
23,8483.07280871086,0,16,0
27,6417.21947048791,0,8,1
62,9953.39418761432,0,5,0
53,8092.53853885457,1,17,0
70,5331.76987245679,0,7,0
53,5241.77253781818,1,18,0
45,6727.6010515634,1,37,0
37,9014.71379492432,1,49,0
64,7208.42139376327,1,8,0
44,8138.52257747203,1,14,0
41,8447.68953486346,0,12,1
43,9816.28364417702,1,26,1
18,6245.67387695424,1,45,0
22,8340.14033991843,0,28,0
34,3583.89424649067,0,15,0
51,9758.98244790733,0,7,1
23,3891.43816777505,1,0,1
37,5615.30256434344,1,33,0
54,6507.83669087104,1,38,0
34,2110.66765594296,1,22,0
35,9468.793267617,1,8,0
68,8727.69158054143,1,3,0
30,7506.75585190766,1,44,0
46,4418.27818844467,1,36,1
63,8690.98700233735,1,14,0
53,7166.79574782029,1,38,0
40,2507.53577589057,1,21,0
19,9634.37945581973,1,17,0
43,6215.26459418237,1,29,0
60,8091.16864041425,1,47,0
29,9845.43974231929,1,10,1
23,1603.08463661931,1,21,1
18,1991.81060725823,0,8,1
54,9409.9665984977,0,5,0
46,6189.00994840078,0,15,0
63,7925.43708067387,1,9,0
57,7698.9098128397,1,17,1
39,5131.68410817161,0,49,1
66,3766.75341022201,1,39,1
66,3259.3847643584,1,34,1
54,4470.40766873397,1,40,0
53,5364.45207591169,1,42,1
57,5131.73665851355,1,35,0
32,1879.51229931787,1,32,0
54,8610.69161375053,0,15,0
53,1112.94508702122,0,40,0
36,1016.24416396953,0,13,1
63,2958.02943687886,0,21,1
18,7884.98383038677,0,44,0
68,5373.95240995102,0,35,0
42,4496.4069891721,1,5,0
32,1989.62190374732,0,23,0
67,6631.34304923005,1,1,0
33,1114.08498813398,0,12,1
63,2548.65577304736,0,3,0
67,7494.45375148207,1,24,1
34,9046.95689771324,1,21,0
58,2957.93524524197,0,10,0
46,2738.68004535325,0,13,1
32,5665.48076900654,0,27,0
44,6416.43063072115,1,13,0
28,1072.06013100222,1,18,0
40,6840.02115065232,1,16,0
33,8083.60958867706,1,12,1
28,2995.21839059889,1,32,1
30,2617.94737610035,1,32,0
37,6333.38476880454,0,6,0
36,8970.81022430211,1,46,0
44,7124.53193520196,0,50,1
41,5736.80187179707,0,39,0
57,6291.57645814121,0,33,0
31,6256.68245484121,0,4,0
50,3151.94690832868,1,23,0
50,6551.7798345536,0,13,1
58,6277.86189387552,0,40,0
34,5118.92580380663,1,24,0
27,5520.05642745644,1,43,1
41,7681.01838277653,0,38,0
64,8850.57882848196,0,24,0
55,9749.57313924097,1,5,1
63,4238.73872985132,1,26,1
42,6594.85508664511,1,2,0
28,3216.27320186235,0,42,0
57,5038.998340955,1,46,0
35,5180.50165544264,1,34,1
33,4743.94814088009,1,44,1
48,2755.56203653105,0,2,0
26,2047.64887224883,1,47,0
23,8793.09333721176,0,35,0
33,6126.44522916526,0,17,0
58,2693.98376881145,1,7,1
53,1714.47001071647,0,4,0
61,5924.45437982678,1,28,1
28,2235.02947133966,1,36,0
19,6504.10945550539,0,49,0
54,9292.37321601249,0,18,0
46,9630.45754027553,0,0,0
45,1561.86477746814,0,36,0
26,6543.15458796918,1,7,0
24,9851.15032666363,0,39,1
45,4770.87563555688,1,20,0
67,7827.16016285121,1,45,0
26,3796.67822737247,1,15,0
